2022-11-02 18:22:23 | Ошибка ввода данных
2022-11-02 18:22:30 | Ошибка ввода данных
2022-11-02 18:22:34 | Ошибка ввода данных
2022-11-02 18:22:38 | Ошибка ввода данных
2022-11-02 18:22:43 | Ошибка ввода данных
2022-11-02 18:22:50 | 17 * 5 = 85
2022-11-02 18:22:55 | 85 + 33 = 118
2022-11-02 18:23:01 | 118 + 3 = 121
2022-11-02 18:23:22 | Ошибка ввода данных
2022-11-02 18:24:23 | 121 / 11 = 11
2022-11-02 18:24:31 | 11 / 100 = 0
2022-11-02 18:24:41 | 0 + 7 = 7
